Security,headline,pub_date,Source
ResMed,"Professional basketball players demonstrated the enormous power of highly paid workers with rare skills, but also their caution.",2020-08-29T07:00:12+0000,New York Time
ResMed,"“Jurassic World: Dominion,” filming in England, is a chance for the movie industry to see if it can move past the financial woes caused by the pandemic.",2020-08-13T07:00:16+0000,New York Time
ResMed,Athletes have joined workers who believe legal protections for corporations are not warranted. Senate Republicans support a shield but the White House has been noncommittal.,2020-08-05T22:27:18+0000,New York Time
ResMed,"Although they haven’t necessarily fallen in love with the Democratic presidential candidate, many on Wall Street and in Silicon Valley are falling in line.",2020-08-10T12:03:37+0000,New York Time
ResMed,The iPhone maker is the first U.S. company to hit a $2 trillion valuation. How high can it go?,2020-08-20T11:39:44+0000,New York Time
ResMed,The pandemic has given David Solomon a chance to try out a more open-minded approach in tune with the bank’s young work force.,2020-08-11T15:35:32+0000,New York Time
ResMed,"Three top leaders of China’s Communist Party have relatives who own assets in Hong Kong, including more than $51 million in luxury real estate, a New York Times investigation shows.",2020-08-12T09:00:18+0000,New York Time
ResMed,"Microsoft, with a new ally in Walmart, and Oracle have submitted takeover bids for the video app. A deal could be reached soon.",2020-08-28T12:20:07+0000,New York Time
Robert Half International,"American Airlines said it would furlough 19,000 workers if lawmakers do not extend aid to the industry, which has been hammered by the pandemic.",2020-08-25T21:58:48+0000,New York Time
Robert Half International,"Tribune Publishing said that it was permanently closing the tabloid’s office in Lower Manhattan. As its journalists work remotely during the pandemic, plans for a future workplace are uncertain.",2020-08-12T18:07:37+0000,New York Time
Robert Half International,The iPhone maker is the first U.S. company to hit a $2 trillion valuation. How high can it go?,2020-08-20T11:39:44+0000,New York Time
Robert Half International,The Chinese-owned video app plans to sue the Trump administration over its order to force a sale. It faces long odds.,2020-08-24T11:00:39+0000,New York Time
Rollins Inc.,"Special purpose acquisition companies, or SPACs, are helping them and other fledgling companies raise money and gain coveted stock listings.",2020-08-23T09:00:13+0000,New York Time
Rollins Inc.,"The founder of ByteDance, Zhang Yiming, dreamed of building a global tech company based in China. Then the geopolitical reality set in.",2020-08-03T13:00:32+0000,New York Time
Roper Technologies,The chip maker was selected for an Energy Department project meant to show American tech independence. But problems at Intel have thrown a wrench into the effort.,2020-08-27T09:00:27+0000,New York Time
Roper Technologies,"Mr. Schiller will be replaced by Greg Joswiak, a longtime executive at the company.",2020-08-04T17:40:07+0000,New York Time
Roper Technologies,Gov. Kay Ivey of Alabama made a daring educational decision in June: She would fund a statewide student testing and technology program to help public universities and colleges reopen for in-person classes.,2020-08-19T11:34:04+0000,New York Time
Roper Technologies,"Jim Hackett, who failed to impress Wall Street, will be replaced by James Farley, an auto industry veteran who started his career at Toyota.",2020-08-04T14:02:20+0000,New York Time
Roper Technologies,"While Joe Biden has criticized the largest tech companies, his campaign and transition teams have welcomed allies of Facebook, Google, Amazon and Apple onto its staff and policy groups.",2020-08-10T09:00:12+0000,New York Time
Roper Technologies,"A building block in most construction projects, concrete is responsible for about 8 percent of global carbon emissions. Several companies are working to create a greener mix.",2020-08-11T09:00:20+0000,New York Time
Roper Technologies,"The company, whose flagship Alipay app has helped drive the boom in mobile payments in China, is preparing to list shares in Hong Kong and Shanghai.",2020-08-25T09:45:55+0000,New York Time
Roper Technologies,Global businesses are increasingly being asked to pick political and legal sides in the confrontation between the world’s two biggest economies.,2020-08-03T07:00:08+0000,New York Time
Roper Technologies,"Less than four months after announcing he was joining the video app, Mr. Mayer said he was leaving. TikTok has been under pressure from the Trump administration.",2020-08-27T04:33:12+0000,New York Time
Roper Technologies,"Pineapple “leather,” flax seed instead of plastic: Tarform, based in Brooklyn, aims to set a standard with its retro-futuristic cafe racer.",2020-08-06T09:00:29+0000,New York Time
Roper Technologies,"A group of journalists led by Maria Bustillos is building Brick House, a network of publications with an unusual business model.",2020-08-25T16:00:04+0000,New York Time
Roper Technologies,Researchers at the University of Chicago want you to be able to post selfies without worrying that the next Clearview AI will use them to identify you.,2020-08-03T09:00:20+0000,New York Time
Roper Technologies,"As Amazon signals its growth in India with its office in Hyderabad, its largest in the world, local business owners are pushing back.",2020-08-25T13:00:13+0000,New York Time
Roper Technologies,"The tech giant, once an example of how not to operate in the nation’s capital, now has a successful influence operation there.",2020-08-28T09:00:26+0000,New York Time
Roper Technologies,"Mr. Wilke, who has been a key lieutenant to Jeff Bezos, is departing after building the e-commerce business for two decades.",2020-08-21T15:22:54+0000,New York Time
Roper Technologies,"The home rental company, which was privately valued at $31 billion, is trying to go public after its business was crushed by the pandemic.",2020-08-19T20:46:00+0000,New York Time
Roper Technologies,"The founder of ByteDance, Zhang Yiming, dreamed of building a global tech company based in China. Then the geopolitical reality set in.",2020-08-03T13:00:32+0000,New York Time
Roper Technologies,More than 200 said they stood in solidarity with three former co-workers who have accused the company of discrimination.,2020-08-14T22:43:50+0000,New York Time
Roper Technologies,"The sale of the video app’s U.S. operations is entering its final stages, with two groups having submitted bids.",2020-08-27T16:19:49+0000,New York Time
Roper Technologies,"With deliveries surging during the pandemic, carriers like UPS and FedEx and companies like Amazon are renewing their push toward electric vehicles.",2020-08-27T10:00:09+0000,New York Time
Roper Technologies,Silicon Valley has enthusiastically backed Ms. Harris since she first ran for state attorney general in California a decade ago.,2020-08-20T16:06:10+0000,New York Time
Roper Technologies,The call from 20 state officials adds to the rising pressure facing Mark Zuckerberg and his company.,2020-08-05T18:06:12+0000,New York Time
Roper Technologies,"Under pressure to classify their freelance drivers as employees, the ride-hailing companies are discussing another option.",2020-08-18T09:00:23+0000,New York Time
Roper Technologies,"Asset sales and a hot stock market have helped fuel a rebound for the beleaguered Japanese conglomerate, which runs the world’s largest tech fund.",2020-08-11T07:39:17+0000,New York Time
Roper Technologies,Game publishers are digging through their vaults to remake or remaster popular titles in a bid to kindle players’ nostalgia.,2020-08-01T09:00:24+0000,New York Time
Roper Technologies,"Inovio, a Pennsylvania biotech company, has spent years claiming to be on the cusp of important vaccines. It has never brought one to market.",2020-08-09T11:00:13+0000,New York Time
Roper Technologies,"The state is betting its robust student testing and technology program will be enough to hinder campus outbreaks, even as universities in other states abruptly close.",2020-08-19T09:00:28+0000,New York Time
Roper Technologies,"Fans of the pro-Trump conspiracy theory are clogging anti-trafficking hotlines, infiltrating Facebook groups and raising false fears about child exploitation.",2020-08-12T09:00:21+0000,New York Time
Roper Technologies,"Special purpose acquisition companies, or SPACs, are helping them and other fledgling companies raise money and gain coveted stock listings.",2020-08-23T09:00:13+0000,New York Time
Roper Technologies,False and misleading information about Ms. Harris has surged in the days since she joined the Biden ticket.,2020-08-14T21:29:32+0000,New York Time
Roper Technologies,The president’s interventions in company dealings based on his own instincts are a departure from the arm’s-length approach of predecessors of either party.,2020-08-03T23:28:29+0000,New York Time
Roper Technologies,"TikTok might not be winning over President Trump, but it sure beats its Instagram copycat for making and sharing short videos.",2020-08-12T09:00:30+0000,New York Time
Roper Technologies,"The all-purpose app, which the administration is restricting along with TikTok, is how many Chinese living abroad stay in touch with one another, and with people back home.",2020-08-07T10:16:12+0000,New York Time
Roper Technologies,"Electric Jaguars in Oslo, using tech from a former NASA architect, will soon be able to recharge on special pads embedded under the road.",2020-08-13T10:00:12+0000,New York Time
Roper Technologies,"SPACs are just getting started, according to major players on Wall Street.",2020-08-25T10:47:52+0000,New York Time
Roper Technologies,A sharp drop in the value of the lira is testing businesses and residents while they are coping with the pandemic.,2020-08-27T09:00:34+0000,New York Time
Roper Technologies,"Professional basketball players demonstrated the enormous power of highly paid workers with rare skills, but also their caution.",2020-08-29T07:00:12+0000,New York Time
Roper Technologies,"Millions of children have flocked to the online gaming site Roblox since March. That’s helping game developers, some as young as 16, make a lot of money.",2020-08-16T19:31:51+0000,New York Time
Roper Technologies,The pandemic has created an opportunity for family offices to take a more hands-on approach by investing directly in companies that need capital.,2020-08-07T13:00:09+0000,New York Time
Roper Technologies,"Nearly 1.2 million filed for state benefits last week, the lowest total since March, as economic readings offer only limited encouragement.",2020-08-06T20:28:09+0000,New York Time
Roper Technologies,A new stock market high may seem strange when set against the human and economic devastation of the pandemic. Here’s how investors are justifying it.,2020-08-19T11:27:22+0000,New York Time
Roper Technologies,"Big-budget films are being released for the first time since March, but the willingness of people to sit inside a closed room with strangers for several hours is still uncertain.",2020-08-28T21:39:27+0000,New York Time
Roper Technologies,"Impact investments are outperforming traditional bets in the coronavirus crisis, which may be a turning point for wealthy investors looking to generate change.",2020-08-28T15:38:22+0000,New York Time
Roper Technologies,Students are being asked to share the costs of testing and reconfiguring campus facilities. The fees range from $50 to $475 a semester.,2020-08-14T13:00:15+0000,New York Time
Roper Technologies,"Banks have tightened standards, becoming more choosy about their borrowers and asking a lot of questions.",2020-08-04T15:29:25+0000,New York Time
Roper Technologies,"Dr. Tufekci, a computer programmer who became a sociologist, sounded an early alarm on the need for protective masks. It wasn’t the first time she was right about something big.",2020-08-24T00:30:06+0000,New York Time
Roper Technologies,Explaining the “big tent conspiracy theory” that falsely claims that President Trump is facing down a shadowy cabal of Democratic pedophiles.,2020-08-18T20:10:21+0000,New York Time
Roper Technologies,The iPhone maker is the first U.S. company to hit a $2 trillion valuation. How high can it go?,2020-08-20T11:39:44+0000,New York Time
Roper Technologies,The billionaire hedge fund manager is in talks to buy the New York Mets at a pivotal moment for the sports business — and his reputation.,2020-08-31T10:54:32+0000,New York Time
Ross Stores,"Microsoft, with a new ally in Walmart, and Oracle have submitted takeover bids for the video app. A deal could be reached soon.",2020-08-28T12:20:07+0000,New York Time
Ross Stores,The restrictions on the two Chinese-owned apps followed a familiar model for other policy announcements on China from the Trump administration.,2020-08-07T21:56:55+0000,New York Time
Ross Stores,"Walmart and Target reported record sales in the second quarter, driven by the convenience of one-stop shopping and their e-commerce operations.",2020-08-19T22:06:04+0000,New York Time
Ross Stores,"Saying Apple forced changes during months of rejection, the social network is releasing a version for iPhone and iPad users today.",2020-08-07T10:00:08+0000,New York Time
Ross Stores,"A gutsy gambit by the maker of Fortnite, which is locked in a fight with Apple and Google.",2020-08-14T11:58:19+0000,New York Time
Ross Stores,"Tech executives got grilled in Washington, but their wallets got the last laugh.",2020-08-02T11:00:03+0000,New York Time
Ross Stores,"Apple is the first U.S. company to hit that value, a staggering ascent that began in the pandemic.",2020-08-19T14:55:21+0000,New York Time
Ross Stores,"As the pandemic accelerated the demise of some brick-and-mortar retailers, a group of investors profited handsomely from their travails.",2020-08-24T09:00:17+0000,New York Time
Ross Stores,"China’s new export rules, which could delay or scuttle a sale of TikTok, have further turned giant companies into pawns in a geopolitical struggle.",2020-08-31T21:58:21+0000,New York Time
Ross Stores,"Often-overlooked job sharing programs, with a recent dose of federal aid, put workers on part-time duty in a downturn and make up lost wages.",2020-08-20T09:00:35+0000,New York Time
Ross Stores,A new stock market high may seem strange when set against the human and economic devastation of the pandemic. Here’s how investors are justifying it.,2020-08-19T11:27:22+0000,New York Time
Ross Stores,The potential blockbuster deal could go a few different ways.,2020-08-03T10:04:06+0000,New York Time
Ross Stores,Some hedge funds and private equity firms that lent money to property owners are now suing them for falling behind on interest payments.,2020-08-13T09:00:24+0000,New York Time
Ross Stores,"The all-purpose app, which the administration is restricting along with TikTok, is how many Chinese living abroad stay in touch with one another, and with people back home.",2020-08-07T10:16:12+0000,New York Time
Ross Stores,"Although they haven’t necessarily fallen in love with the Democratic presidential candidate, many on Wall Street and in Silicon Valley are falling in line.",2020-08-10T12:03:37+0000,New York Time
Ross Stores,"As the economy contracts and many companies struggle to survive, the biggest tech companies are amassing wealth and influence in ways unseen in decades.",2020-08-19T09:00:23+0000,New York Time
Ross Stores,"The quarterly slide, an annualized drop of 27.8 percent, coincides with a long and uncertain road to recovery.",2020-08-17T00:19:20+0000,New York Time
Ross Stores,Neither side wanted a big deal. But what began as talks about a small investment ballooned with interventions from President Trump.,2020-08-26T07:00:13+0000,New York Time
Ross Stores,"Pandemic unemployment remains high, federal aid is dwindling and additional relief isn’t imminent, so keep an eye on your balance.",2020-08-28T13:00:08+0000,New York Time
Ross Stores,"Despite furlough schemes that have kept tens of millions of people employed, a tsunami of job cuts is about to hit as companies downsize.",2020-08-24T09:00:24+0000,New York Time
Ross Stores,"Government efforts to subsidize wages and prevent layoffs have kept many in jobs, but they aren’t sheltering an army of precarious workers.",2020-08-13T15:21:18+0000,New York Time
Ross Stores,"The tech giant, once an example of how not to operate in the nation’s capital, now has a successful influence operation there.",2020-08-28T09:00:26+0000,New York Time
Ross Stores,Joe Biden’s selection of a relatively moderate vice-presidential running mate seems to have been well received among the executive class.,2020-08-12T11:52:07+0000,New York Time
Ross Stores,Britons eager for a bargain have taken up the government’s “eat out to help out” offer. But how long will the resurgence last?,2020-08-25T13:07:40+0000,New York Time
Ross Stores,"Infections have surged in the city, and its labs have been going at full speed. But wariness of the Chinese Communist Party runs deep.",2020-08-06T09:37:45+0000,New York Time
Ross Stores,The president’s restrictions on Chinese tech may be part of an eye-for-an-eye logic called reciprocity. The price could be a global patchwork of online fiefs.,2020-08-17T15:12:51+0000,New York Time
Ross Stores,"The founder of ByteDance, Zhang Yiming, dreamed of building a global tech company based in China. Then the geopolitical reality set in.",2020-08-03T13:00:32+0000,New York Time
Ross Stores,"SPACs are just getting started, according to major players on Wall Street.",2020-08-25T10:47:52+0000,New York Time
Ross Stores,Explaining the “big tent conspiracy theory” that falsely claims that President Trump is facing down a shadowy cabal of Democratic pedophiles.,2020-08-18T20:10:21+0000,New York Time
Ross Stores,"Each year, we ask high school seniors to send us college application essays that touch on money, work or social class. Here are four from this year’s incoming college freshmen.",2020-08-28T09:00:29+0000,New York Time
"S&P Global, Inc.",Investors have cast the nearly relentless drumbeat of bad news aside to focus on any signs that the worst of the coronavirus pandemic might be over.,2020-08-18T21:18:47+0000,New York Time
"S&P Global, Inc.","As the economy contracts and many companies struggle to survive, the biggest tech companies are amassing wealth and influence in ways unseen in decades.",2020-08-19T09:00:23+0000,New York Time
"S&P Global, Inc.","Apple is the first U.S. company to hit that value, a staggering ascent that began in the pandemic.",2020-08-19T14:55:21+0000,New York Time
"S&P Global, Inc.","Berkshire reported earnings of $26.4 billion in the second quarter, a turnaround from its $49.7 billion loss in the first quarter, when the pandemic caused a plunge in the stock market.",2020-08-08T13:36:43+0000,New York Time
"S&P Global, Inc.","Mr. Wilke, who has been a key lieutenant to Jeff Bezos, is departing after building the e-commerce business for two decades.",2020-08-21T15:22:54+0000,New York Time
"S&P Global, Inc.",Delta’s foray into oil refining illustrates some of the reasons the business was in trouble even before the pandemic.,2020-08-10T15:16:00+0000,New York Time
"S&P Global, Inc.","SPACs are just getting started, according to major players on Wall Street.",2020-08-25T10:47:52+0000,New York Time
Salesforce.com,"Not that long ago, it was American oil powers — not tech giants — that ruled the economy and influenced world events.",2020-08-31T13:50:04+0000,New York Time
SBA Communications,"The S.B.A.’s disaster relief program allows for loans of up to $2 million. But now they’re capped at $150,000 — and agency officials are saying little about why.",2020-08-03T15:04:24+0000,New York Time
SBA Communications,Pro sports are going on strike. Will other industries follow?,2020-08-27T11:37:43+0000,New York Time
Sealed Air,The potential blockbuster deal could go a few different ways.,2020-08-03T10:04:06+0000,New York Time
Sealed Air,"Treasury Secretary Steven Mnuchin said on Wednesday that there had been no progress this week in negotiations with Congress over another economic stimulus package, and accused Democrats of being intransigent for political reasons.",2020-08-12T14:13:15+0000,New York Time
Sealed Air,"American Airlines said it would furlough 19,000 workers if lawmakers do not extend aid to the industry, which has been hammered by the pandemic.",2020-08-25T21:58:48+0000,New York Time
Sealed Air,The president’s interventions in company dealings based on his own instincts are a departure from the arm’s-length approach of predecessors of either party.,2020-08-03T23:28:29+0000,New York Time
Sealed Air,The government could revive an idea to make it mandatory for large companies to report their pay gaps by ethnicity.,2020-08-26T09:00:20+0000,New York Time
Sealed Air,"Hollywood has been unable to restart production on its own soundstages in California. So big movie studios, under pressure to get their production assembly lines running again, have focused on overseas shooting. The “Avatar” sequels are filming again in New Zealand. Sony Pictures has “Uncharted,” its adaptation of a popular video game, going in Berlin, report Nicole Sperling and Brooks Barnes:",2020-08-13T09:51:11+0000,New York Time
Sealed Air,"Expenses for books, transportation and food outside a meal plan may be a problem for poor and moderate-income students, a new report finds.",2020-08-07T13:00:16+0000,New York Time
Sealed Air,"SPACs are just getting started, according to major players on Wall Street.",2020-08-25T10:47:52+0000,New York Time
Sealed Air,"Led by Tucker Carlson and Sean Hannity, the channel’s pro-Trump lineup outranked every network from 8 to 11 p.m. in June and July.",2020-08-09T09:00:10+0000,New York Time
Sealed Air,The economy’s rebound showed signs of stagnating. Then enhanced unemployment benefits and a small-business loan program expired.,2020-08-21T18:09:31+0000,New York Time
Sealed Air,The pandemic has devastated the industry. But some entrepreneurs are finding creative ways to keep their businesses afloat.,2020-08-04T09:00:25+0000,New York Time
Sealed Air,"President Trump, in announcing his executive measures on Saturday, said he was bypassing Congress to deliver emergency pandemic aid to needy Americans. But his directives are rife with so much complexity and legal murkiness that they’re unlikely, in most cases, to bring fast relief — if any.",2020-08-10T10:43:17+0000,New York Time
Sealed Air,"With a federal moratorium coming to an end, legal aid lawyers say they are preparing to defend renters in housing court.",2020-08-24T07:00:11+0000,New York Time
Sealed Air,"As the Chinese-owned app negotiates its potential sale, it is signing a different sort of deal.",2020-08-17T11:21:38+0000,New York Time
Sealed Air,Neither side wanted a big deal. But what began as talks about a small investment ballooned with interventions from President Trump.,2020-08-26T07:00:13+0000,New York Time
Sealed Air,"Because Congress controls federal spending, at least some of the measures will almost certainly be challenged in court. Or they may become moot if Congress reaches a deal.",2020-08-09T23:24:48+0000,New York Time
Sealed Air,"The sale of the video app’s U.S. operations is entering its final stages, with two groups having submitted bids.",2020-08-27T16:19:49+0000,New York Time
Sealed Air,Buying one of the largest and most influential social networks in the country could change the perception of the tech giant.,2020-08-03T09:00:20+0000,New York Time
Sealed Air,Minutes from the Federal Reserve’s July meeting show that some officials fretted as expanded unemployment insurance ran out.,2020-08-19T18:39:19+0000,New York Time
Sealed Air,President Trump is talking about banning the app. TikTok may also sell its U.S. operations. Let’s sort through it all here.,2020-08-01T17:48:09+0000,New York Time
Sealed Air,Pro sports are going on strike. Will other industries follow?,2020-08-27T11:37:43+0000,New York Time
Sealed Air,"A flurry of tech companies are filing to go public. Some of them — well, one of them — even make a profit.",2020-08-26T12:23:22+0000,New York Time
Sealed Air,"Airports have some of the most lucrative square footage in the world, but the pandemic has crushed that calculus.",2020-08-18T10:21:00+0000,New York Time
Sealed Air,"Big-budget films are being released for the first time since March, but the willingness of people to sit inside a closed room with strangers for several hours is still uncertain.",2020-08-28T21:39:27+0000,New York Time
Sealed Air,"Without more federal aid for workers, experts are expecting the largest disruption to the housing market since the Depression.",2020-08-07T22:17:45+0000,New York Time
Sealed Air,"The all-purpose app, which the administration is restricting along with TikTok, is how many Chinese living abroad stay in touch with one another, and with people back home.",2020-08-07T10:16:12+0000,New York Time
Sealed Air,The billionaire hedge fund manager is in talks to buy the New York Mets at a pivotal moment for the sports business — and his reputation.,2020-08-31T10:54:32+0000,New York Time
Sealed Air,"A building block in most construction projects, concrete is responsible for about 8 percent of global carbon emissions. Several companies are working to create a greener mix.",2020-08-11T09:00:20+0000,New York Time
Sealed Air,"The 2020 version of the Federal Reserve’s loftiest annual meeting will be webcast this week, allowing the public to tune in for the first time. It could be the stage for an important policy shift.",2020-08-26T19:09:07+0000,New York Time
Sealed Air,"After the pandemic forced parents to revise summer plans, interest surged in a virtual program called Girls With Impact, which aims to teach financial literacy.",2020-08-14T13:00:17+0000,New York Time
Sealed Air,"Tech executives got grilled in Washington, but their wallets got the last laugh.",2020-08-02T11:00:03+0000,New York Time
Sealed Air,Companies that value homes for sale or refinancing are bound by law not to discriminate. Black homeowners say it happens anyway.,2020-08-25T09:00:10+0000,New York Time
Sealed Air,"The coronavirus was an opportunity for the Treasury secretary to redefine his legacy, for better or worse.",2020-08-30T09:00:23+0000,New York Time
Sealed Air,"“Jurassic World: Dominion,” filming in England, is a chance for the movie industry to see if it can move past the financial woes caused by the pandemic.",2020-08-13T07:00:16+0000,New York Time
Sealed Air,"The Paycheck Protection Program provided respite for hard-hit small businesses, but it is ending soon. With no word on further government help, owners worry about their fate.",2020-08-06T21:51:20+0000,New York Time
Sealed Air,Affordable homes can be hard to buy because lenders don’t make much money on small loans. But programs to encourage homeownership can help buyers build wealth.,2020-08-02T20:30:49+0000,New York Time
Sealed Air,Britons eager for a bargain have taken up the government’s “eat out to help out” offer. But how long will the resurgence last?,2020-08-25T13:07:40+0000,New York Time
Sealed Air,The fast-food giant’s suit against its former C.E.O. may prompt other companies to review their pay and severance policies.,2020-08-11T12:06:51+0000,New York Time
Sealed Air,"New state claims fell below one million for the first week since March. But jobless ranks remain vast, and a White House relief plan faces hurdles.",2020-08-13T23:00:23+0000,New York Time
Sealed Air,"As the longtime media executive moves to an adviser role, American Media, the parent of The National Enquirer, has been renamed A360Media as part of a planned merger with a logistics company.",2020-08-21T23:00:51+0000,New York Time
Sealed Air,"President Trump, who has been pushing for a sale of the Chinese-owned video app, did not say whether Oracle would be a better buyer than Microsoft.",2020-08-19T16:06:25+0000,New York Time
Sealed Air,"With deliveries surging during the pandemic, carriers like UPS and FedEx and companies like Amazon are renewing their push toward electric vehicles.",2020-08-27T10:00:09+0000,New York Time
Sealed Air,"As the pandemic accelerated the demise of some brick-and-mortar retailers, a group of investors profited handsomely from their travails.",2020-08-24T09:00:17+0000,New York Time
Sealed Air,The iPhone maker is the first U.S. company to hit a $2 trillion valuation. How high can it go?,2020-08-20T11:39:44+0000,New York Time
Sealed Air,"Fans of the pro-Trump conspiracy theory are clogging anti-trafficking hotlines, infiltrating Facebook groups and raising false fears about child exploitation.",2020-08-12T09:00:21+0000,New York Time
Sealed Air,"The nation’s major multiplex chains are selling tickets again, and they have announced uniform health protocols to make patrons feel safer.",2020-08-21T21:23:24+0000,New York Time
Sealed Air,The N.B.A.’s Houston Rockets and restaurants like Chez Panisse are among those suing their insurers for refusing to pay “business interruption” claims during the coronavirus outbreak.,2020-08-05T09:00:32+0000,New York Time
Sealed Air,"A period of estrangement between Shari Redstone and her combative father, Sumner Redstone, ended with a reconciliation before his death and the daughter taking over the family empire.",2020-08-12T20:49:42+0000,New York Time
Sealed Air,"A federal supplement to jobless pay was a lifeline for millions and for the economy. Its cutoff, even if temporary, may have lasting consequences.",2020-08-08T10:00:15+0000,New York Time
Sealed Air,"New filings again exceeded one million last week, and an extra $300 in jobless pay may not show up before mid-September in most states.",2020-08-27T17:28:55+0000,New York Time
ServiceNow,"SPACs are just getting started, according to major players on Wall Street.",2020-08-25T10:47:52+0000,New York Time
Simon Property Group Inc,"The retailer is seeking court approval of a $325 million sale to a group backed by the mall owner Simon Property Group and Authentic Brands Group, a licensing firm.",2020-08-12T20:07:05+0000,New York Time
Snap-on,"After last month’s Facebook boycott, companies are demanding more control over how their ads appear online. And the tech companies seem to be listening.",2020-08-19T20:43:18+0000,New York Time
Snap-on,"Snap, the company behind the popular social media app Snapchat, is planning a major push to register first-time voters within its app and to guide them through the ballot process ahead of the election on November 3.",2020-08-06T14:03:01+0000,New York Time
Snap-on,"Instagram, which is owned by Facebook, rolled out a new product that lets people create 15-second videos and share them.",2020-08-05T15:01:01+0000,New York Time
Snap-on,The restrictions on the two Chinese-owned apps followed a familiar model for other policy announcements on China from the Trump administration.,2020-08-07T21:56:55+0000,New York Time
Snap-on,The economy’s rebound showed signs of stagnating. Then enhanced unemployment benefits and a small-business loan program expired.,2020-08-21T18:09:31+0000,New York Time
Snap-on,"The all-purpose app, which the administration is restricting along with TikTok, is how many Chinese living abroad stay in touch with one another, and with people back home.",2020-08-07T10:16:12+0000,New York Time
Snap-on,"Even though coronavirus cases have surged again, craft distilleries say the business of making the disinfectant has become more difficult.",2020-08-04T09:00:24+0000,New York Time
Snap-on,"A federal supplement to jobless pay was a lifeline for millions and for the economy. Its cutoff, even if temporary, may have lasting consequences.",2020-08-08T10:00:15+0000,New York Time
Snap-on,"As the pandemic accelerated the demise of some brick-and-mortar retailers, a group of investors profited handsomely from their travails.",2020-08-24T09:00:17+0000,New York Time
Snap-on,"The government cited national security concerns in announcing sweeping restrictions on two popular Chinese social media networks, a move that is likely to be met with retaliation.",2020-08-07T02:08:14+0000,New York Time
Snap-on,"As the Chinese-owned app negotiates its potential sale, it is signing a different sort of deal.",2020-08-17T11:21:38+0000,New York Time
Snap-on,"Current and former workers at Carta, a hot Silicon Valley fintech company, said they were belittled, excluded and punished if they spoke up.",2020-08-30T09:00:12+0000,New York Time
Snap-on,The billionaire hedge fund manager is in talks to buy the New York Mets at a pivotal moment for the sports business — and his reputation.,2020-08-31T10:54:32+0000,New York Time
Snap-on,"How did the talks between Microsoft and ByteDance, the parent company of TikTok, turn into a soap opera? Mike Isaac and Andrew Ross Sorkin spoke with more than a dozen people to understand what happened as the Trump administration began scrutinizing popular app:",2020-08-26T10:41:25+0000,New York Time
Snap-on,"After months of negotiations, Argentina has reached a deal with its creditors, including the asset managers BlackRock and Greylock Capital Management, to restructure about $65 billion in foreign debt, the economy ministry said on Tuesday.",2020-08-04T12:19:31+0000,New York Time
Snap-on,Neither side wanted a big deal. But what began as talks about a small investment ballooned with interventions from President Trump.,2020-08-26T07:00:13+0000,New York Time
Snap-on,"Pineapple “leather,” flax seed instead of plastic: Tarform, based in Brooklyn, aims to set a standard with its retro-futuristic cafe racer.",2020-08-06T09:00:29+0000,New York Time
Snap-on,"Got a new phone, tablet or computer and want to repurpose or responsibly recycle the old one? Here’s a guide to moving on.",2020-08-19T13:00:17+0000,New York Time
Snap-on,Global businesses are increasingly being asked to pick political and legal sides in the confrontation between the world’s two biggest economies.,2020-08-03T07:00:08+0000,New York Time
Snap-on,The chip maker was selected for an Energy Department project meant to show American tech independence. But problems at Intel have thrown a wrench into the effort.,2020-08-27T09:00:27+0000,New York Time
Snap-on,"Facing a loss of hours, unsecured wages and slow reopenings, some unemployed Britons are reconsidering their livelihoods.",2020-08-06T09:00:28+0000,New York Time
Snap-on,"The new referees in American politics are Facebook, Google and Twitter, and they would be wise to pay attention to lessons the old media tried to learn.",2020-08-10T00:45:09+0000,New York Time
Southern Company,"The territory’s attorney general wants to know more about Leon Black’s dealings with Jeffrey Epstein, who died while facing sex-trafficking charges.",2020-08-23T09:00:09+0000,New York Time
Southern Company,"As the longtime media executive moves to an adviser role, American Media, the parent of The National Enquirer, has been renamed A360Media as part of a planned merger with a logistics company.",2020-08-21T23:00:51+0000,New York Time
Southern Company,"The expanded City First Bank, which concentrates on underserved neighborhoods, will be the nation’s largest Black-controlled federally insured commercial lender.",2020-08-26T18:12:25+0000,New York Time
Southern Company,"Clearview AI has hired Floyd Abrams, a top lawyer, to help fight claims that selling its data to law enforcement agencies violates privacy laws.",2020-08-11T09:00:14+0000,New York Time
Southern Company,"Tailored Brands, known for its clothing chains Men’s Wearhouse and JoS. A. Bank, struggled as the pandemic shut stores and consumer demand for office attire dropped.",2020-08-03T05:07:22+0000,New York Time
Southern Company,The agency that manages the state’s electric grid says rolling blackouts are needed to balance supply and demand. But the governor said regulators were not prepared.,2020-08-17T22:04:37+0000,New York Time
Southern Company,"Infections have surged in the city, and its labs have been going at full speed. But wariness of the Chinese Communist Party runs deep.",2020-08-06T09:37:45+0000,New York Time
Southern Company,"A flurry of tech companies are filing to go public. Some of them — well, one of them — even make a profit.",2020-08-26T12:23:22+0000,New York Time
Southern Company,"Chinese companies account for a greater share of goods sold abroad, showing their tremendous strength despite mounting challenges.",2020-08-31T14:31:53+0000,New York Time
Southern Company,The former Trump adviser was charged with defrauding investors in a private project to build a border wall. He’s not the only big name associated with it.,2020-08-21T11:24:54+0000,New York Time
Southern Company,Scores of power plants were down or operating below their capacity just as hot weather drove up demand.,2020-08-20T22:06:13+0000,New York Time
